437,C85,P15,11
438,C46,P20,92
439,C64,P18,52
440,C85,P12,55
441,C57,P17,5
442,C76,P8,1
443,C17,P16,13
444,C86,P11,55
445,C47,P17,45
446,C61,P19,70
447,C45,P10,96
448,C38,P13,34
449,C100,P19,82
450,C27,P1,15
451,C53,P10,79
452,C64,P4,74
453,C31,P9,9
454,C48,P12,78
455,C12,P17,54
456,C74,P9,5
457,C85,P2,95
458,C16,P9,57
459,C74,P14,19
460,C43,P12,65
461,C32,P17,87
462,C71,P5,68
463,C87,P12,47
464,C92,P10,94
465,C46,P12,34
466,C43,P5,96
467,C3,P1,51
468,C13,P6,42
469,C96,P12,15
470,C55,P20,7
471,C84,P2,11
472,C12,P3,73
473,C44,P14,26
474,C57,P12,91
475,C54,P9,73
476,C74,P6,7
477,C88,P1,73
478,C29,P12,45
479,C87,P7,9
480,C30,P9,64
481,C2,P11,38
482,C87,P6,34
483,C19,P20,45
484,C38,P11,4
485,C58,P6,10
486,C8,P15,5
487,C62,P12,69
488,C18,P2,31
489,C43,P15,7
490,C81,P3,27
491,C39,P19,81
492,C41,P4,21
493,C34,P10,83
494,C28,P11,63
495,C82,P11,7
496,C100,P11,52
497,C32,P10,60
498,C5,P5,81
499,C13,P5,43
500,C84,P4,20
501,C88,P14,47
502,C4,P16,72
503,C64,P8,73
504,C40,P4,5
505,C43,P10,87
506,C15,P19,99
507,C18,P19,35
508,C30,P4,9
509,C41,P8,11
510,C69,P18,24
511,C18,P5,51
512,C8,P10,63
513,C14,P14,27
514,C87,P17,76
515,C76,P1,8
516,C93,P3,23
517,C35,P19,31
518,C40,P2,82
519,C79,P18,16
520,C6,P3,89
521,C71,P2,22
522,C79,P17,62
523,C96,P18,66
524,C63,P2,100
525,C34,P14,80
526,C84,P18,45
527,C90,P5,36
528,C39,P10,99
529,C9,P16,78
530,C66,P15,41
531,C74,P18,71
532,C82,P20,33
533,C6,P2,14
534,C58,P4,90
535,C59,P11,70
536,C4,P7,2
537,C5,P2,58
538,C74,P16,96
539,C46,P10,100
540,C63,P18,93
541,C76,P5,74
542,C4,P3,87
543,C75,P5,54
544,C38,P2,100
545,C81,P18,20
546,C68,P19,28
547,C94,P6,19
548,C41,P11,54
549,C67,P16,43
550,C79,P11,73
551,C46,P1,98
552,C58,P12,10
553,C83,P15,19
554,C85,P13,38
555,C13,P15,48
556,C77,P16,25
557,C81,P20,79
558,C59,P17,39
559,C73,P20,51
560,C38,P20,40
561,C14,P19,17
562,C82,P9,84
563,C66,P7,83
564,C97,P6,16
565,C19,P7,85
566,C48,P9,91
567,C64,P16,43
568,C27,P5,9
569,C88,P17,28
570,C41,P2,97
571,C51,P8,58
572,C5,P2,76
573,C45,P19,15
574,C80,P14,75
575,C29,P2,18
576,C3,P14,42
577,C5,P13,7
578,C44,P5,56
579,C96,P6,54
580,C17,P7,73
581,C93,P2,47
582,C32,P10,69
583,C85,P8,87
584,C85,P7,26
585,C13,P18,27
586,C95,P2,11
587,C49,P19,33
588,C24,P4,72
589,C83,P4,12
590,C58,P10,65
591,C87,P6,38
592,C9,P2,78
593,C58,P10,56
594,C57,P11,62
595,C59,P7,79
596,C44,P13,18
597,C28,P10,28
598,C40,P19,62
599,C31,P10,67
600,C70,P17,48
601,C96,P13,32
602,C88,P16,96
603,C84,P20,55
604,C67,P13,26
605,C42,P9,9
606,C64,P9,50
607,C82,P15,83
608,C3,P12,98
609,C74,P17,85
610,C33,P1,66
611,C86,P19,9
612,C26,P12,41
613,C58,P15,43
614,C7,P10,56
615,C76,P9,64
616,C31,P11,6
617,C30,P2,22
618,C15,P6,77
619,C78,P11,40
620,C37,P14,70
621,C12,P17,70
622,C16,P19,35
623,C26,P7,59
624,C25,P18,17
625,C32,P11,85
626,C94,P2,39
627,C15,P8,19
628,C62,P18,9
629,C8,P15,75
630,C23,P9,83
631,C40,P13,89
632,C85,P20,67
633,C17,P3,20
634,C2,P2,27
635,C84,P5,90
636,C40,P1,62
637,C67,P10,69
638,C92,P12,4
639,C95,P18,98
640,C39,P6,71
641,C66,P17,37
642,C100,P4,8
643,C76,P4,68
644,C76,P4,1
645,C36,P15,94
646,C78,P6,77
647,C84,P3,11
648,C5,P20,18
649,C96,P3,24
650,C100,P18,8
651,C5,P5,81
652,C82,P20,94
653,C99,P14,14
654,C71,P8,85
655,C5,P13,45
656,C58,P10,98
657,C69,P9,74
658,C43,P16,19
659,C30,P19,47
660,C88,P17,77
661,C48,P4,53
662,C66,P12,93
663,C84,P12,100
664,C93,P4,53
665,C92,P2,17
666,C12,P16,35
667,C26,P9,20
668,C42,P4,20
669,C48,P15,99
670,C80,P11,55
671,C13,P9,45
672,C73,P19,70
673,C9,P11,25
674,C55,P4,8
675,C50,P9,72
676,C12,P18,82
677,C76,P15,93
678,C70,P12,68
679,C9,P4,22
680,C62,P6,96
681,C30,P16,68
682,C89,P15,88
683,C65,P20,25
684,C46,P20,40
685,C39,P7,64
686,C34,P8,47
687,C72,P10,33
688,C24,P16,29
689,C28,P10,75
690,C64,P8,14
691,C68,P19,32
692,C87,P11,57
693,C22,P14,19
694,C71,P6,94
695,C93,P3,57
696,C11,P19,58
697,C31,P18,2
698,C24,P17,41
699,C50,P9,87
700,C21,P20,57
701,C3,P17,71
702,C92,P15,14
703,C67,P8,14
704,C26,P3,66
705,C39,P6,54
706,C67,P1,35
707,C85,P3,83
708,C29,P9,31
709,C78,P2,64
710,C18,P11,24
711,C44,P8,56
712,C80,P8,15
713,C69,P9,3
714,C21,P16,41
715,C3,P5,90
716,C17,P9,89
717,C10,P17,3
718,C34,P4,77
719,C33,P2,97
720,C50,P3,16
721,C49,P17,54
722,C37,P1,48
723,C77,P13,97
724,C63,P2,5
725,C58,P20,29
726,C54,P4,9
727,C27,P11,58
728,C72,P5,71
729,C4,P5,61
730,C95,P20,39
731,C48,P4,93
732,C28,P2,76
733,C54,P19,48
734,C23,P7,17
735,C49,P15,68
736,C79,P16,3
737,C26,P12,48
738,C94,P1,65
739,C6,P13,51
740,C83,P7,13
741,C40,P7,59
742,C33,P2,35
743,C84,P9,13
744,C47,P14,76
745,C22,P19,92
746,C63,P4,66
747,C78,P7,90
748,C86,P9,41
749,C22,P13,48
750,C8,P11,22
751,C90,P3,87
752,C98,P11,38
753,C29,P18,53
754,C54,P3,20
755,C57,P5,86
756,C8,P20,62
757,C76,P4,34
758,C84,P6,57
759,C69,P17,37
760,C25,P3,48
761,C79,P12,31
762,C28,P15,70
763,C51,P6,24
764,C14,P19,2
765,C4,P8,63
766,C59,P10,24
767,C20,P16,72
768,C75,P1,58
769,C98,P15,7
770,C73,P8,55
771,C20,P20,51
772,C100,P15,75
773,C24,P3,93
774,C8,P11,79
775,C82,P19,33
776,C34,P18,53
777,C52,P15,45
778,C15,P14,45
779,C51,P18,20
780,C31,P11,7
781,C43,P12,79
782,C58,P6,60
783,C43,P19,86
784,C56,P4,36
785,C78,P4,64
786,C91,P8,40
787,C93,P19,99
788,C50,P17,51
789,C55,P4,83
790,C27,P14,83
791,C30,P3,72
792,C94,P17,75
793,C22,P19,60
794,C80,P19,14
795,C65,P8,58
796,C63,P6,74
797,C92,P7,8
798,C73,P16,90
799,C87,P10,96
800,C94,P11,43
801,C20,P18,46
802,C26,P5,99
803,C24,P18,8
804,C90,P3,50
805,C94,P15,83
806,C34,P1,1
807,C19,P16,93
808,C56,P20,86
809,C47,P15,16
810,C67,P19,60
811,C73,P16,4
812,C97,P19,23
813,C38,P17,36
814,C98,P17,58
815,C93,P4,54
816,C100,P17,88
817,C2,P5,61
818,C91,P10,90
819,C94,P2,60
820,C92,P3,81
821,C59,P6,56
822,C99,P2,56
823,C54,P16,42
824,C39,P5,47
825,C44,P14,79
826,C22,P8,31
827,C17,P11,59
828,C99,P13,53
829,C56,P10,42
830,C19,P14,65
831,C48,P1,54
832,C35,P12,32
833,C15,P3,61
834,C82,P14,38
835,C80,P13,72
836,C3,P2,89
837,C99,P5,4
838,C60,P1,98
839,C5,P20,7
840,C30,P17,18
841,C51,P5,41
842,C57,P4,77
843,C38,P7,82
844,C52,P18,6
845,C14,P4,90
846,C77,P20,43
847,C66,P13,87
848,C94,P15,10
849,C85,P19,62
850,C76,P9,68
851,C54,P4,10
852,C75,P7,43
853,C75,P10,60
854,C39,P11,6
855,C83,P12,32
856,C13,P6,21
857,C23,P5,97
858,C39,P15,21
859,C31,P19,45
860,C55,P9,46
861,C80,P13,50
862,C83,P2,87
863,C50,P3,93
864,C12,P18,76
865,C40,P2,62
866,C69,P4,52
867,C90,P14,49
868,C16,P9,92
869,C12,P18,65
870,C3,P5,96
871,C5,P9,33
872,C59,P9,89
873,C79,P8,6
874,C38,P20,98
875,C9,P11,87
876,C9,P2,91
877,C31,P9,14
878,C11,P3,1
879,C10,P15,85
880,C9,P9,45
881,C40,P19,32
882,C61,P3,40
883,C28,P20,84
884,C25,P17,50
885,C26,P10,68
886,C50,P20,22
887,C47,P12,64
888,C45,P14,23
889,C48,P11,38
890,C95,P1,92
891,C59,P1,62
892,C39,P19,49
893,C20,P18,52
894,C96,P1,58
895,C42,P20,1
896,C93,P12,20
897,C96,P19,3
898,C10,P8,1
899,C3,P9,98
900,C74,P17,48
901,C30,P13,70
902,C9,P6,48
903,C61,P3,62
904,C98,P9,76
905,C14,P17,37
906,C50,P2,73
907,C29,P16,37
908,C51,P12,31
909,C25,P12,4
910,C58,P7,46
911,C98,P4,57
912,C29,P2,41
913,C95,P7,50
914,C17,P17,88
915,C76,P10,2
916,C15,P17,29
917,C13,P9,84
918,C42,P5,52
919,C34,P7,36
920,C86,P11,81
921,C1,P20,37
922,C50,P7,32
923,C20,P10,4
924,C45,P3,75
925,C51,P10,27
926,C11,P1,68
927,C78,P18,38
928,C15,P11,47
929,C89,P14,21
930,C58,P11,84
931,C55,P11,67
932,C34,P6,92
933,C81,P4,87
934,C87,P10,98
935,C76,P6,59
936,C50,P10,58
937,C93,P16,15
938,C4,P1,92
939,C47,P11,42
940,C37,P4,29
941,C85,P19,91
942,C66,P20,15
943,C87,P8,14
944,C28,P12,83
945,C85,P5,77
946,C11,P3,66
947,C46,P3,72
948,C36,P12,92
949,C98,P9,7
950,C35,P14,5
951,C82,P20,14
952,C40,P8,22
953,C87,P14,80
954,C55,P4,37
955,C27,P16,93
956,C32,P17,83
957,C15,P4,89
958,C12,P3,3
959,C69,P15,100
960,C41,P12,38
961,C68,P3,63
962,C81,P15,79
963,C54,P1,28
964,C75,P11,13
965,C78,P6,79
966,C82,P6,18
967,C95,P6,26
968,C47,P14,48
969,C84,P13,27
970,C81,P4,20
971,C77,P17,97
972,C66,P11,42
973,C31,P14,68
974,C44,P13,41
975,C77,P18,72
976,C66,P11,18
977,C82,P5,85
978,C8,P5,39
979,C47,P5,94
980,C9,P2,36
981,C60,P2,66
982,C72,P20,47
983,C92,P17,4
984,C96,P20,10
985,C25,P3,28
986,C83,P14,74
987,C8,P7,68
988,C6,P4,90
989,C31,P11,43
990,C66,P19,73
991,C64,P10,92
992,C86,P3,79
993,C68,P4,30
994,C73,P20,73
995,C50,P7,5
996,C95,P6,50
997,C94,P8,43
998,C80,P5,36
999,C6,P20,73
1000,C66,P19,57
1001,C26,P1,46
1002,C58,P11,38
1003,C32,P16,22
1004,C24,P12,40
1005,C73,P2,58
1006,C51,P11,46
1007,C55,P3,55
1008,C38,P5,99
1009,C91,P7,94
1010,C92,P2,83
1011,C34,P12,21
1012,C3,P9,44
1013,C24,P5,89
1014,C86,P2,3
1015,C10,P15,86
1016,C29,P18,42
1017,C71,P12,60
1018,C26,P1,29
1019,C90,P17,26
1020,C44,P14,27
1021,C75,P6,64
1022,C42,P9,83
1023,C42,P9,20
1024,C70,P12,54
1025,C20,P7,62
1026,C83,P4,93
1027,C10,P10,47
1028,C41,P18,91
1029,C42,P7,71
1030,C23,P9,76
1031,C18,P20,15
1032,C3,P15,33
1033,C22,P7,88
1034,C19,P10,92
1035,C96,P11,90
1036,C54,P15,50
1037,C63,P19,15
1038,C39,P17,83
1039,C44,P15,23
1040,C17,P3,77
1041,C32,P13,3
1042,C6,P12,46
1043,C41,P16,59
1044,C33,P1,13
1045,C3,P16,100
1046,C67,P10,29
1047,C2,P10,6
1048,C71,P1,81
1049,C4,P18,34
1050,C100,P6,57
1051,C74,P9,17
1052,C35,P8,43
1053,C6,P9,86
1054,C23,P17,29
1055,C73,P8,34
1056,C21,P3,13
1057,C81,P7,83
1058,C43,P12,13
1059,C47,P15,89
1060,C4,P15,81
1061,C5,P20,50
1062,C68,P17,86
1063,C71,P5,68
1064,C92,P8,93
1065,C54,P5,84
1066,C94,P8,15
1067,C86,P12,63
1068,C66,P19,46
1069,C91,P16,57
1070,C36,P6,60
1071,C17,P3,77
1072,C57,P4,73
1073,C75,P8,93
1074,C24,P9,56
1075,C57,P12,42
1076,C26,P7,94
1077,C64,P6,50
1078,C15,P7,32
1079,C96,P2,22
1080,C34,P15,96
1081,C85,P17,55
1082,C45,P12,89
1083,C9,P16,83
1084,C53,P3,5
1085,C21,P5,6
1086,C18,P7,35
1087,C29,P6,18
1088,C79,P7,47
1089,C89,P13,64
1090,C1,P2,12
1091,C72,P18,23
1092,C17,P20,44
1093,C64,P6,33
1094,C19,P9,42
1095,C5,P7,24
1096,C11,P18,85
1097,C88,P5,80
1098,C44,P15,75
1099,C97,P9,59
1100,C53,P3,84
1101,C1,P13,28
1102,C18,P5,45
1103,C31,P19,20
1104,C58,P10,6
1105,C55,P20,92
1106,C44,P12,81
1107,C52,P10,53
1108,C32,P5,56
1109,C38,P19,60
1110,C9,P4,54
1111,C29,P3,24
1112,C78,P11,18
1113,C73,P11,38
1114,C60,P9,3
1115,C88,P3,19
1116,C9,P13,98
1117,C74,P1,55
1118,C84,P15,13
1119,C53,P4,94
1120,C53,P10,41
1121,C33,P2,22
1122,C6,P14,81
1123,C85,P12,29
1124,C64,P18,23
1125,C81,P3,36
1126,C43,P7,12
1127,C50,P17,47
1128,C44,P14,60
1129,C11,P5,34
1130,C37,P4,52
1131,C87,P4,85
1132,C61,P1,45
1133,C30,P18,10
1134,C51,P13,34
1135,C89,P18,27
1136,C86,P9,32
1137,C62,P1,39
1138,C12,P10,33
1139,C41,P14,68
1140,C70,P13,82
1141,C94,P4,41
1142,C74,P7,26
1143,C97,P13,82
1144,C13,P15,16
1145,C74,P5,84
1146,C60,P19,49
1147,C81,P14,73
1148,C73,P20,57
1149,C24,P1,27
1150,C39,P13,75
1151,C97,P14,27
1152,C26,P10,54
1153,C55,P9,21
1154,C21,P17,85
1155,C31,P3,7
1156,C43,P7,46
1157,C84,P20,38
1158,C51,P17,87
1159,C19,P7,38
1160,C73,P14,38
1161,C73,P5,82
1162,C49,P2,37
1163,C51,P8,1
1164,C38,P17,56
1165,C4,P3,41
1166,C98,P1,15
1167,C100,P20,17
1168,C69,P15,8
1169,C93,P8,23
1170,C82,P10,100
1171,C61,P12,48
1172,C57,P12,77
1173,C52,P16,7
1174,C8,P7,68
1175,C31,P8,64
1176,C79,P9,25
1177,C43,P2,37
1178,C60,P7,88
1179,C14,P12,53
1180,C95,P16,2
1181,C23,P20,76
1182,C16,P20,85
1183,C80,P2,18
1184,C48,P2,71
1185,C96,P14,4
1186,C78,P4,37
1187,C31,P8,82
1188,C74,P15,90
1189,C67,P5,17
1190,C1,P17,89
1191,C42,P12,35
1192,C61,P9,36
1193,C64,P14,77
1194,C20,P14,96
1195,C100,P16,91
1196,C91,P8,94
1197,C14,P14,94
1198,C71,P1,68
1199,C15,P15,75
1200,C30,P17,90
1201,C51,P12,43
1202,C97,P14,46
1203,C35,P8,44
1204,C84,P2,60
1205,C80,P15,95
1206,C78,P15,31
1207,C72,P6,12
1208,C27,P15,49
1209,C38,P1,57
1210,C66,P13,25
1211,C83,P17,51
1212,C1,P4,38
1213,C3,P10,54
1214,C77,P8,71
1215,C34,P18,38
1216,C17,P15,54
1217,C17,P7,64
1218,C34,P1,51
1219,C83,P6,32
1220,C53,P4,54
1221,C77,P19,10
1222,C37,P20,97
1223,C96,P16,52
1224,C8,P8,9
1225,C47,P2,19
1226,C91,P1,36
1227,C26,P14,60
1228,C77,P1,90
1229,C25,P18,68
1230,C4,P5,65
1231,C7,P18,58
1232,C89,P6,36
1233,C23,P3,17
1234,C6,P20,11
1235,C75,P6,63
1236,C16,P1,39
1237,C83,P2,16
1238,C17,P2,57
1239,C36,P6,7
1240,C26,P14,25
1241,C52,P4,47
1242,C7,P8,38
1243,C42,P11,52
1244,C59,P8,88
1245,C31,P11,14
1246,C96,P13,53
1247,C10,P10,67
1248,C37,P17,95
1249,C29,P16,73
1250,C71,P18,24
1251,C75,P6,59
1252,C67,P7,50
1253,C59,P7,88
1254,C45,P19,14
1255,C54,P1,4
1256,C27,P15,45
1257,C13,P3,20
1258,C53,P18,9
1259,C80,P2,67
1260,C73,P4,92
1261,C36,P17,64
1262,C16,P14,74
1263,C88,P1,67
1264,C88,P10,41
1265,C91,P19,71
1266,C92,P11,42
1267,C34,P12,67
1268,C22,P1,35
1269,C43,P9,100
1270,C64,P3,80
1271,C87,P7,70
1272,C21,P13,92
1273,C57,P10,96
1274,C54,P16,16
1275,C49,P16,27
1276,C96,P16,25
1277,C3,P19,68
1278,C34,P8,74
1279,C95,P3,21
1280,C100,P17,17
1281,C55,P1,46
1282,C93,P7,60
1283,C36,P4,50
1284,C52,P11,79
1285,C95,P10,85
1286,C70,P4,42
1287,C66,P11,48
1288,C74,P18,1
1289,C69,P17,71
1290,C35,P13,42
1291,C22,P1,96
1292,C56,P14,33
1293,C38,P17,42
1294,C70,P1,50
1295,C31,P5,69
1296,C55,P5,62
1297,C79,P6,14
1298,C51,P4,33
1299,C58,P8,72
1300,C4,P13,55
1301,C45,P18,48
1302,C14,P11,30
1303,C23,P5,24
1304,C99,P8,23
1305,C17,P9,100
1306,C22,P1,59
1307,C12,P18,100
1308,C12,P10,72
1309,C33,P12,92
1310,C8,P14,76
1311,C10,P19,21
1312,C13,P19,84
1313,C52,P18,52
1314,C87,P3,39
1315,C17,P18,18
1316,C33,P9,89
1317,C48,P6,98
1318,C47,P10,99
1319,C40,P10,10
1320,C77,P14,33
1321,C99,P14,13
1322,C38,P20,37
1323,C39,P5,83
1324,C60,P4,28
1325,C6,P7,30
1326,C1,P15,15
1327,C71,P20,72
1328,C22,P17,97
1329,C34,P12,33
1330,C77,P7,19
1331,C11,P20,84
1332,C33,P20,60
1333,C8,P4,56
1334,C70,P7,25
1335,C86,P10,33
1336,C12,P10,93
1337,C77,P18,74
1338,C99,P11,75
1339,C8,P7,55
1340,C96,P9,37
1341,C85,P5,62
1342,C65,P14,54
1343,C73,P17,61
1344,C21,P14,25
1345,C88,P1,67
1346,C41,P7,49
1347,C100,P7,61
1348,C40,P15,47
1349,C80,P20,86
1350,C18,P1,6
1351,C13,P13,24
1352,C23,P5,100
1353,C42,P12,98
1354,C80,P17,8
1355,C44,P8,20
1356,C84,P12,46
1357,C56,P5,47
1358,C89,P7,75
1359,C89,P3,56
1360,C19,P1,6
1361,C74,P15,65
1362,C21,P16,43
1363,C73,P7,96
